,Name,Year,Month,value
124,Vũng Tàu,2018,2,288.0
125,Côn Đảo,2018,2,264.0
126,Thổ Chu,2018,2,99.0
127,Phú Quốc,2018,2,111.0
128,Cô Tô,2017,2,211.0
129,Cửa Ông,2017,2,251.0
130,Bãi Cháy,2017,2,213.0
131,Hòn Dấu,2017,2,202.0
132,Bạch Long Vĩ,2017,2,150.0
133,Sầm Sơn,2017,2,195.0
134,Hòn Ngư,2017,2,165.0
135,Cồn Cỏ,2017,2,91.0
136,Sơn Trà,2017,2,109.0
137,Quy Nhơn,2017,2,165.0
138,Phú Quý,2017,2,224.0
139,Trường Sa,2017,2,239.0
140,Vũng Tàu,2017,2,288.0
141,Côn Đảo,2017,2,269.0
142,Thổ Chu,2017,2,99.0
143,Phú Quốc,2017,2,113.0
144,Cô Tô,2016,2,200.0
145,Cửa Ông,2016,2,241.0
146,Bãi Cháy,2016,2,207.0
147,Hòn Dấu,2016,2,191.0
148,Bạch Long Vĩ,2016,2,143.0
149,Sầm Sơn,2016,2,182.0
150,Hòn Ngư,2016,2,172.0
151,Cồn Cỏ,2016,2,87.0
152,Sơn Trà,2016,2,102.0
153,Quy Nhơn,2016,2,159.0
154,Phú Quý,2016,2,223.0
155,Trường Sa,2016,2,238.0
156,Vũng Tàu,2016,2,288.0
160,Cô Tô,2015,2,198.0
161,Cửa Ông,2015,2,239.0
162,Bãi Cháy,2015,2,207.0
163,Hòn Dấu,2015,2,193.0
164,Bạch Long Vĩ,2015,2,142.0
165,Sầm Sơn,2015,2,185.0
166,Hòn Ngư,2015,2,161.0
167,Cồn Cỏ,2015,2,78.0
168,Sơn Trà,2015,2,94.0
169,Quy Nhơn,2015,2,153.0
170,Phú Quý,2015,2,218.0
171,Trường Sa,2015,2,240.0
172,Vũng Tàu,2015,2,271.0
173,Côn Đảo,2015,2,260.0
174,Thổ Chu,2015,2,90.0
175,Phú Quốc,2015,2,102.0
176,Cô Tô,2014,2,187.0
177,Cửa Ông,2014,2,243.0
178,Bãi Cháy,2014,2,208.0
179,Hòn Dấu,2014,2,194.0
180,Bạch Long Vĩ,2014,2,149.0
181,Sầm Sơn,2014,2,183.0
182,Hòn Ngư,2014,2,166.0
183,Cồn Cỏ,2014,2,81.0
184,Sơn Trà,2014,2,98.0
185,Quy Nhơn,2014,2,157.0
186,Phú Quý,2014,2,222.0
187,Trường Sa,2014,2,247.0
188,Vũng Tàu,2014,2,276.0
189,Côn Đảo,2014,2,261.0
190,Thổ Chu,2014,2,91.0
191,Phú Quốc,2014,2,100.0
192,Cô Tô,2019,3,209.0
193,Cửa Ông,2019,3,250.0
194,Bãi Cháy,2019,3,210.0
195,Hòn Dấu,2019,3,199.0
196,Bạch Long Vĩ,2019,3,147.0
197,Sầm Sơn,2019,3,190.0
198,Hòn Ngư,2019,3,148.0
199,Cồn Cỏ,2019,3,79.0
200,Sơn Trà,2019,3,97.0
201,Quy Nhơn,2019,3,153.0
202,Phú Quý,2019,3,222.0
203,Trường Sa,2019,3,241.0
204,Vũng Tàu,2019,3,79.0
205,Côn Đảo,2019,3,255.0
206,Thổ Chu,2019,3,83.0
207,Phú Quốc,2019,3,98.0
208,Cô Tô,2018,3,201.0
209,Cửa Ông,2018,3,241.0
210,Bãi Cháy,2018,3,208.0
211,Hòn Dấu,2018,3,190.0
212,Bạch Long Vĩ,2018,3,145.0
213,Sầm Sơn,2018,3,188.0
214,Hòn Ngư,2018,3,143.0
215,Cồn Cỏ,2018,3,72.0
216,Sơn Trà,2018,3,90.0
217,Quy Nhơn,2018,3,151.0
218,Phú Quý,2018,3,217.0
219,Trường Sa,2018,3,241.0
220,Vũng Tàu,2018,3,274.0
221,Côn Đảo,2018,3,256.0
222,Thổ Chu,2018,3,88.0
223,Phú Quốc,2018,3,102.0
224,Cô Tô,2017,3,212.0
225,Cửa Ông,2017,3,251.0
226,Bãi Cháy,2017,3,215.0
227,Hòn Dấu,2017,3,202.0
228,Bạch Long Vĩ,2017,3,152.0
229,Sầm Sơn,2017,3,189.0
230,Hòn Ngư,2017,3,157.0
231,Cồn Cỏ,2017,3,82.0
232,Sơn Trà,2017,3,102.0
233,Quy Nhơn,2017,3,157.0
234,Phú Quý,2017,3,218.0
235,Trường Sa,2017,3,239.0
236,Vũng Tàu,2017,3,277.0
237,Côn Đảo,2017,3,260.0
238,Thổ Chu,2017,3,89.0
239,Phú Quốc,2017,3,103.0
240,Cô Tô,2016,3,206.0
241,Cửa Ông,2016,3,244.0
242,Bãi Cháy,2016,3,209.0
243,Hòn Dấu,2016,3,194.0
244,Bạch Long Vĩ,2016,3,149.0
245,Sầm Sơn,2016,3,185.0
246,Hòn Ngư,2016,3,169.0
247,Cồn Cỏ,2016,3,78.0
248,Sơn Trà,2016,3,95.0
249,Quy Nhơn,2016,3,152.0
250,Phú Quý,2016,3,218.0
251,Trường Sa,2016,3,239.0
252,Vũng Tàu,2016,3,274.0
256,Cô Tô,2015,3,203.0
257,Cửa Ông,2015,3,243.0
258,Bãi Cháy,2015,3,210.0
259,Hòn Dấu,2015,3,195.0
260,Bạch Long Vĩ,2015,3,143.0
261,Sầm Sơn,2015,3,183.0
262,Hòn Ngư,2015,3,163.0
263,Cồn Cỏ,2015,3,74.0
264,Sơn Trà,2015,3,90.0
265,Quy Nhơn,2015,3,148.0
266,Phú Quý,2015,3,217.0
267,Trường Sa,2015,3,239.0
268,Vũng Tàu,2015,3,264.0
269,Côn Đảo,2015,3,253.0
270,Thổ Chu,2015,3,84.0
271,Phú Quốc,2015,3,93.0
272,Cô Tô,2014,3,190.0
273,Cửa Ông,2014,3,241.0
274,Bãi Cháy,2014,3,204.0
275,Hòn Dấu,2014,3,190.0
276,Bạch Long Vĩ,2014,3,147.0
277,Sầm Sơn,2014,3,186.0
278,Hòn Ngư,2014,3,163.0
279,Cồn Cỏ,2014,3,73.0
280,Sơn Trà,2014,3,92.0
281,Quy Nhơn,2014,3,153.0
282,Phú Quý,2014,3,216.0
283,Trường Sa,2014,3,243.0
284,Vũng Tàu,2014,3,271.0
285,Côn Đảo,2014,3,257.0
286,Thổ Chu,2014,3,89.0
287,Phú Quốc,2014,3,97.0
288,Cô Tô,2019,4,210.0
289,Cửa Ông,2019,4,253.0
290,Bãi Cháy,2019,4,213.0
291,Hòn Dấu,2019,4,203.0
292,Bạch Long Vĩ,2019,4,153.0
293,Sầm Sơn,2019,4,190.0
294,Hòn Ngư,2019,4,148.0
295,Cồn Cỏ,2019,4,77.0
296,Sơn Trà,2019,4,92.0
297,Quy Nhơn,2019,4,150.0
298,Phú Quý,2019,4,220.0
299,Trường Sa,2019,4,241.0
300,Vũng Tàu,2019,4,269.0
301,Côn Đảo,2019,4,254.0
302,Thổ Chu,2019,4,80.0
303,Phú Quốc,2019,4,96.0
304,Cô Tô,2018,4,207.0
305,Cửa Ông,2018,4,242.0
306,Bãi Cháy,2018,4,206.0
307,Hòn Dấu,2018,4,191.0
308,Bạch Long Vĩ,2018,4,142.0
309,Sầm Sơn,2018,4,190.0
310,Hòn Ngư,2018,4,150.0
311,Cồn Cỏ,2018,4,68.0
312,Sơn Trà,2018,4,89.0
313,Quy Nhơn,2018,4,151.0
314,Phú Quý,2018,4,218.0
315,Trường Sa,2018,4,240.0
316,Vũng Tàu,2018,4,271.0
317,Côn Đảo,2018,4,253.0
318,Thổ Chu,2018,4,83.0
319,Phú Quốc,2018,4,97.0
320,Cô Tô,2017,4,208.0
321,Cửa Ông,2017,4,250.0
322,Bãi Cháy,2017,4,212.0
323,Hòn Dấu,2017,4,199.0
324,Bạch Long Vĩ,2017,4,156.0
325,Sầm Sơn,2017,4,189.0
326,Hòn Ngư,2017,4,158.0
327,Cồn Cỏ,2017,4,76.0
328,Sơn Trà,2017,4,98.0
329,Quy Nhơn,2017,4,153.0
330,Phú Quý,2017,4,217.0
331,Trường Sa,2017,4,237.0
332,Vũng Tàu,2017,4,272.0
333,Côn Đảo,2017,4,256.0
334,Thổ Chu,2017,4,81.0
335,Phú Quốc,2017,4,95.0
336,Cô Tô,2016,4,201.0
337,Cửa Ông,2016,4,246.0
338,Bãi Cháy,2016,4,208.0
339,Hòn Dấu,2016,4,194.0
340,Bạch Long Vĩ,2016,4,149.0
341,Sầm Sơn,2016,4,186.0
342,Hòn Ngư,2016,4,168.0
343,Cồn Cỏ,2016,4,68.0
344,Sơn Trà,2016,4,86.0
345,Quy Nhơn,2016,4,142.0
346,Phú Quý,2016,4,215.0
347,Trường Sa,2016,4,239.0
348,Vũng Tàu,2016,4,258.0
352,Cô Tô,2015,4,201.0
353,Cửa Ông,2015,4,242.0
354,Bãi Cháy,2015,4,205.0
355,Hòn Dấu,2015,4,193.0
356,Bạch Long Vĩ,2015,4,145.0
357,Sầm Sơn,2015,4,188.0
358,Hòn Ngư,2015,4,159.0
359,Cồn Cỏ,2015,4,71.0
360,Sơn Trà,2015,4,89.0
361,Quy Nhơn,2015,4,146.0
362,Phú Quý,2015,4,216.0
363,Trường Sa,2015,4,239.0
364,Vũng Tàu,2015,4,263.0
365,Côn Đảo,2015,4,252.0
366,Thổ Chu,2015,4,81.0
367,Phú Quốc,2015,4,89.0
368,Cô Tô,2014,4,193.0
369,Cửa Ông,2014,4,247.0
370,Bãi Cháy,2014,4,210.0
371,Hòn Dấu,2014,4,194.0
372,Bạch Long Vĩ,2014,4,149.0
373,Sầm Sơn,2014,4,191.0
374,Hòn Ngư,2014,4,164.0
375,Cồn Cỏ,2014,4,67.0
376,Sơn Trà,2014,4,87.0
377,Quy Nhơn,2014,4,152.0
378,Phú Quý,2014,4,220.0
379,Trường Sa,2014,4,240.0
380,Vũng Tàu,2014,4,264.0
381,Côn Đảo,2014,4,250.0
382,Thổ Chu,2014,4,79.0
383,Phú Quốc,2014,4,87.0
384,Cô Tô,2019,5,216.0
385,Cửa Ông,2019,5,261.0
386,Bãi Cháy,2019,5,219.0
387,Hòn Dấu,2019,5,208.0
388,Bạch Long Vĩ,2019,5,152.0
389,Sầm Sơn,2019,5,188.0
390,Hòn Ngư,2019,5,167.0
391,Cồn Cỏ,2019,5,72.0
392,Sơn Trà,2019,5,97.0
393,Quy Nhơn,2019,5,153.0
394,Phú Quý,2019,5,222.0
395,Trường Sa,2019,5,242.0
396,Vũng Tàu,2019,5,265.0
397,Côn Đảo,2019,5,247.0
398,Thổ Chu,2019,5,74.0
399,Phú Quốc,2019,5,89.0
400,Cô Tô,2018,5,202.0
401,Cửa Ông,2018,5,246.0
402,Bãi Cháy,2018,5,211.0
403,Hòn Dấu,2018,5,195.0
404,Bạch Long Vĩ,2018,5,148.0
405,Sầm Sơn,2018,5,189.0
406,Hòn Ngư,2018,5,153.0
407,Cồn Cỏ,2018,5,61.0
408,Sơn Trà,2018,5,85.0
409,Quy Nhơn,2018,5,145.0
410,Phú Quý,2018,5,213.0
411,Trường Sa,2018,5,240.0
412,Vũng Tàu,2018,5,262.0
413,Côn Đảo,2018,5,267.0
414,Thổ Chu,2018,5,71.0
415,Phú Quốc,2018,5,87.0
416,Cô Tô,2017,5,207.0
417,Cửa Ông,2017,5,246.0
418,Bãi Cháy,2017,5,209.0
419,Hòn Dấu,2017,5,196.0
420,Bạch Long Vĩ,2017,5,147.0
421,Sầm Sơn,2017,5,190.0
422,Hòn Ngư,2017,5,152.0
423,Cồn Cỏ,2017,5,70.0
424,Sơn Trà,2017,5,94.0
425,Quy Nhơn,2017,5,152.0
426,Phú Quý,2017,5,217.0
427,Trường Sa,2017,5,236.0
428,Vũng Tàu,2017,5,265.0
429,Côn Đảo,2017,5,249.0
430,Thổ Chu,2017,5,76.0
431,Phú Quốc,2017,5,89.0
432,Cô Tô,2016,5,209.0
433,Cửa Ông,2016,5,251.0
434,Bãi Cháy,2016,5,211.0
435,Hòn Dấu,2016,5,203.0
436,Bạch Long Vĩ,2016,5,153.0
437,Sầm Sơn,2016,5,188.0
438,Hòn Ngư,2016,5,170.0
439,Cồn Cỏ,2016,5,69.0
440,Sơn Trà,2016,5,90.0
441,Quy Nhơn,2016,5,148.0
442,Phú Quý,2016,5,215.0
443,Trường Sa,2016,5,239.0
444,Vũng Tàu,2016,5,261.0
448,Cô Tô,2015,5,200.0
449,Cửa Ông,2015,5,243.0
450,Bãi Cháy,2015,5,209.0
451,Hòn Dấu,2015,5,194.0
452,Bạch Long Vĩ,2015,5,152.0
453,Sầm Sơn,2015,5,188.0
454,Hòn Ngư,2015,5,154.0
455,Cồn Cỏ,2015,5,60.0
456,Sơn Trà,2015,5,80.0
457,Quy Nhơn,2015,5,138.0
458,Phú Quý,2015,5,212.0
459,Trường Sa,2015,5,236.0
460,Vũng Tàu,2015,5,248.0
461,Côn Đảo,2015,5,238.0
462,Thổ Chu,2015,5,67.0
463,Phú Quốc,2015,5,77.0
464,Cô Tô,2014,5,188.0
465,Cửa Ông,2014,5,245.0
466,Bãi Cháy,2014,5,208.0
467,Hòn Dấu,2014,5,192.0
468,Bạch Long Vĩ,2014,5,147.0
469,Sầm Sơn,2014,5,191.0
470,Hòn Ngư,2014,5,160.0
471,Cồn Cỏ,2014,5,61.0
472,Sơn Trà,2014,5,84.0
473,Quy Nhơn,2014,5,145.0
474,Phú Quý,2014,5,217.0
475,Trường Sa,2014,5,238.0
476,Vũng Tàu,2014,5,257.0
477,Côn Đảo,2014,5,245.0
478,Thổ Chu,2014,5,73.0
479,Phú Quốc,2014,5,82.0
480,Cô Tô,2019,6,210.0
481,Cửa Ông,2019,6,253.0
482,Bãi Cháy,2019,6,216.0
483,Hòn Dấu,2019,6,203.0
484,Bạch Long Vĩ,2019,6,151.0
485,Sầm Sơn,2019,6,189.0
486,Hòn Ngư,2019,6,154.0
487,Cồn Cỏ,2019,6,66.0
488,Sơn Trà,2019,6,87.0
489,Quy Nhơn,2019,6,144.0
490,Phú Quý,2019,6,221.0
491,Trường Sa,2019,6,243.0
492,Vũng Tàu,2019,6,254.0
493,Côn Đảo,2019,6,239.0
494,Thổ Chu,2019,6,68.0
495,Phú Quốc,2019,6,83.0
496,Cô Tô,2018,6,204.0
497,Cửa Ông,2018,6,251.0
498,Bãi Cháy,2018,6,209.0
499,Hòn Dấu,2018,6,197.0
500,Bạch Long Vĩ,2018,6,148.0
501,Sầm Sơn,2018,6,187.0
502,Hòn Ngư,2018,6,152.0
503,Cồn Cỏ,2018,6,65.0
504,Sơn Trà,2018,6,88.0
505,Quy Nhơn,2018,6,148.0
506,Phú Quý,2018,6,215.0
507,Trường Sa,2018,6,243.0
508,Vũng Tàu,2018,6,248.0
509,Côn Đảo,2018,6,232.0
510,Thổ Chu,2018,6,63.0
511,Phú Quốc,2018,6,78.0
512,Cô Tô,2017,6,206.0
513,Cửa Ông,2017,6,248.0
514,Bãi Cháy,2017,6,210.0
515,Hòn Dấu,2017,6,198.0
516,Bạch Long Vĩ,2017,6,147.0
517,Sầm Sơn,2017,6,186.0
518,Hòn Ngư,2017,6,147.0
519,Cồn Cỏ,2017,6,65.0
520,Sơn Trà,2017,6,90.0
521,Quy Nhơn,2017,6,146.0
522,Phú Quý,2017,6,218.0
523,Trường Sa,2017,6,238.0
524,Vũng Tàu,2017,6,253.0
525,Côn Đảo,2017,6,240.0
526,Thổ Chu,2017,6,68.0
527,Phú Quốc,2017,6,82.0
528,Cô Tô,2016,6,205.0
529,Cửa Ông,2016,6,244.0
530,Bãi Cháy,2016,6,207.0
531,Hòn Dấu,2016,6,194.0
532,Bạch Long Vĩ,2016,6,152.0
533,Sầm Sơn,2016,6,191.0
534,Hòn Ngư,2016,6,155.0
535,Cồn Cỏ,2016,6,60.0
536,Sơn Trà,2016,6,81.0
537,Quy Nhơn,2016,6,139.0
538,Phú Quý,2016,6,215.0
539,Trường Sa,2016,6,239.0
540,Vũng Tàu,2016,6,249.0
544,Cô Tô,2015,6,200.0
545,Cửa Ông,2015,6,244.0
546,Bãi Cháy,2015,6,209.0
547,Hòn Dấu,2015,6,192.0
548,Bạch Long Vĩ,2015,6,151.0
549,Sầm Sơn,2015,6,188.0
550,Hòn Ngư,2015,6,151.0
551,Cồn Cỏ,2015,6,55.0
552,Sơn Trà,2015,6,77.0
553,Quy Nhơn,2015,6,136.0
554,Phú Quý,2015,6,217.0
555,Trường Sa,2015,6,236.0
556,Vũng Tàu,2015,6,246.0
557,Côn Đảo,2015,6,236.0
558,Thổ Chu,2015,6,64.0
559,Phú Quốc,2015,6,75.0
560,Cô Tô,2014,6,189.0
561,Cửa Ông,2014,6,245.0
562,Bãi Cháy,2014,6,208.0
563,Hòn Dấu,2014,6,194.0
564,Bạch Long Vĩ,2014,6,152.0
565,Sầm Sơn,2014,6,192.0
566,Hòn Ngư,2014,6,157.0
567,Cồn Cỏ,2014,6,61.0
568,Sơn Trà,2014,6,85.0
569,Quy Nhơn,2014,6,145.0
570,Phú Quý,2014,6,219.0
571,Trường Sa,2014,6,238.0
572,Vũng Tàu,2014,6,245.0
573,Côn Đảo,2014,6,235.0
574,Thổ Chu,2014,6,67.0
575,Phú Quốc,2014,6,78.0
576,Cô Tô,2019,7,211.0
577,Cửa Ông,2019,7,251.0
578,Bãi Cháy,2019,7,211.0
579,Hòn Dấu,2019,7,200.0
580,Bạch Long Vĩ,2019,7,148.0
581,Sầm Sơn,2019,7,190.0
582,Hòn Ngư,2019,7,147.0
583,Cồn Cỏ,2019,7,66.0
584,Sơn Trà,2019,7,87.0
585,Quy Nhơn,2019,7,144.0
586,Phú Quý,2019,7,221.0
587,Trường Sa,2019,7,242.0
588,Vũng Tàu,2019,7,249.0
589,Côn Đảo,2019,7,235.0
590,Thổ Chu,2019,7,66.0
591,Phú Quốc,2019,7,81.0
592,Cô Tô,2018,7,215.0
593,Cửa Ông,2018,7,258.0
594,Bãi Cháy,2018,7,216.0
595,Hòn Dấu,2018,7,207.0
596,Bạch Long Vĩ,2018,7,154.0
597,Sầm Sơn,2018,7,192.0
598,Hòn Ngư,2018,7,170.0
599,Cồn Cỏ,2018,7,69.0
600,Sơn Trà,2018,7,97.0
601,Quy Nhơn,2018,7,151.0
602,Phú Quý,2018,7,222.0
603,Trường Sa,2018,7,243.0
604,Vũng Tàu,2018,7,245.0
605,Côn Đảo,2018,7,232.0
606,Thổ Chu,2018,7,67.0
607,Phú Quốc,2018,7,83.0
608,Cô Tô,2017,7,210.0
609,Cửa Ông,2017,7,256.0
610,Bãi Cháy,2017,7,216.0
611,Hòn Dấu,2017,7,204.0
612,Bạch Long Vĩ,2017,7,149.0
613,Sầm Sơn,2017,7,192.0
614,Hòn Ngư,2017,7,173.0
615,Cồn Cỏ,2017,7,71.0
616,Sơn Trà,2017,7,96.0
617,Quy Nhơn,2017,7,152.0
618,Phú Quý,2017,7,219.0
619,Trường Sa,2017,7,239.0
620,Vũng Tàu,2017,7,252.0
621,Côn Đảo,2017,7,240.0
622,Thổ Chu,2017,7,69.0
623,Phú Quốc,2017,7,81.0
624,Cô Tô,2016,7,204.0
625,Cửa Ông,2016,7,251.0
626,Bãi Cháy,2016,7,210.0
627,Hòn Dấu,2016,7,198.0
628,Bạch Long Vĩ,2016,7,153.0
629,Sầm Sơn,2016,7,194.0
630,Hòn Ngư,2016,7,151.0
631,Cồn Cỏ,2016,7,57.0
632,Sơn Trà,2016,7,81.0
633,Quy Nhơn,2016,7,139.0
634,Phú Quý,2016,7,219.0
635,Trường Sa,2016,7,239.0
636,Vũng Tàu,2016,7,252.0
640,Cô Tô,2015,7,197.0
641,Cửa Ông,2015,7,244.0
642,Bãi Cháy,2015,7,207.0
643,Hòn Dấu,2015,7,190.0
644,Bạch Long Vĩ,2015,7,150.0
645,Sầm Sơn,2015,7,185.0
646,Hòn Ngư,2015,7,155.0
647,Cồn Cỏ,2015,7,63.0
648,Sơn Trà,2015,7,83.0
649,Quy Nhơn,2015,7,139.0
650,Phú Quý,2015,7,216.0
651,Trường Sa,2015,7,237.0
652,Vũng Tàu,2015,7,242.0
653,Côn Đảo,2015,7,233.0
654,Thổ Chu,2015,7,63.0
655,Phú Quốc,2015,7,77.0
656,Cô Tô,2014,7,199.0
657,Cửa Ông,2014,7,247.0
658,Bãi Cháy,2014,7,210.0
659,Hòn Dấu,2014,7,192.0
660,Bạch Long Vĩ,2014,7,148.0
661,Sầm Sơn,2014,7,190.0
662,Hòn Ngư,2014,7,159.0
663,Cồn Cỏ,2014,7,63.0
664,Sơn Trà,2014,7,86.0
665,Quy Nhơn,2014,7,146.0
666,Phú Quý,2014,7,221.0
667,Trường Sa,2014,7,237.0
668,Vũng Tàu,2014,7,243.0
669,Côn Đảo,2014,7,235.0
670,Thổ Chu,2014,7,68.0
671,Phú Quốc,2014,7,80.0
672,Cô Tô,2019,8,208.0
673,Cửa Ông,2019,8,251.0
674,Bãi Cháy,2019,8,213.0
675,Hòn Dấu,2019,8,197.0
676,Bạch Long Vĩ,2019,8,154.0
677,Sầm Sơn,2019,8,198.0
678,Hòn Ngư,2019,8,170.0
679,Cồn Cỏ,2019,8,70.0
680,Sơn Trà,2019,8,91.0
681,Quy Nhơn,2019,8,147.0
682,Phú Quý,2019,8,223.0
683,Trường Sa,2019,8,242.0
684,Vũng Tàu,2019,8,246.0
685,Côn Đảo,2019,8,233.0
686,Thổ Chu,2019,8,66.0
687,Phú Quốc,2019,8,87.0
688,Cô Tô,2018,8,212.0
689,Cửa Ông,2018,8,254.0
690,Bãi Cháy,2018,8,214.0
691,Hòn Dấu,2018,8,198.0
692,Bạch Long Vĩ,2018,8,154.0
693,Sầm Sơn,2018,8,198.0
694,Hòn Ngư,2018,8,170.0
695,Cồn Cỏ,2018,8,69.0
696,Sơn Trà,2018,8,95.0
697,Quy Nhơn,2018,8,150.0
698,Phú Quý,2018,8,223.0
699,Trường Sa,2018,8,242.0
700,Vũng Tàu,2018,8,247.0
701,Côn Đảo,2018,8,236.0
702,Thổ Chu,2018,8,68.0
703,Phú Quốc,2018,8,83.0
704,Cô Tô,2017,8,210.0
705,Cửa Ông,2017,8,253.0
706,Bãi Cháy,2017,8,217.0
707,Hòn Dấu,2017,8,201.0
708,Bạch Long Vĩ,2017,8,151.0
709,Sầm Sơn,2017,8,197.0
710,Hòn Ngư,2017,8,158.0
711,Cồn Cỏ,2017,8,71.0
712,Sơn Trà,2017,8,92.0
713,Quy Nhơn,2017,8,147.0
714,Phú Quý,2017,8,222.0
715,Trường Sa,2017,8,244.0
716,Vũng Tàu,2017,8,253.0
717,Côn Đảo,2017,8,242.0
718,Thổ Chu,2017,8,73.0
719,Phú Quốc,2017,8,88.0
720,Cô Tô,2016,8,210.0
721,Cửa Ông,2016,8,253.0
722,Bãi Cháy,2016,8,216.0
723,Hòn Dấu,2016,8,201.0
724,Bạch Long Vĩ,2016,8,154.0
725,Sầm Sơn,2016,8,194.0
726,Hòn Ngư,2016,8,158.0
727,Cồn Cỏ,2016,8,70.0
728,Sơn Trà,2016,8,93.0
729,Quy Nhơn,2016,8,151.0
730,Phú Quý,2016,8,223.0
731,Trường Sa,2016,8,240.0
732,Vũng Tàu,2016,8,251.0
736,Cô Tô,2015,8,210.0
